transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,stock_price,total_trade_amount,customer_account_type,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry
5324,2024-01-10,1647,STK012,BUY,1676,267.17625,11.165411555482812,18713.229766989192,Institutional,Wednesday,False,False,High,Technology,Hardware
800,2023-02-24,4747,STK018,SELL,356,168.65,140.95231898046546,50179.02555704571,Retail,Friday,False,False,Mid,Technology,Software
3571,2023-09-15,4955,STK009,BUY,119,206.1,331.39724024728497,39436.27158942691,Retail,Friday,False,False,High,Technology,Hardware
2895,2023-07-28,3405,STK018,BUY,91,121.72625000000004,179.82026553909316,16363.644164057478,Retail,Friday,False,False,Mid,Technology,Software
2928,2023-08-01,4747,STK013,BUY,68,189.6,144.6483850766969,9836.09018521539,Retail,Tuesday,False,False,Mid,Energy,Utilities
8179,2024-08-01,1157,STK013,BUY,157,199.32,115.24602385622016,18093.625745426565,Retail,Thursday,False,False,Mid,Energy,Utilities
972,2023-03-09,4747,STK017,BUY,166,167.99,167.13342159404547,27744.147984611547,Retail,Thursday,False,False,Mid,Healthcare,Pharmaceuticals
6688,2024-04-15,1166,STK006,BUY,1285,267.17625,56.89555414754359,73110.78707959352,Retail,Monday,False,False,High,Energy,Oil & Gas
8576,2024-08-30,1494,STK006,SELL,164,258.51,44.09640374494969,7231.810214171749,Retail,Friday,False,False,High,Energy,Oil & Gas
2021,2023-05-26,3588,STK012,BUY,213,177.16,18.13751715729628,3863.291154504108,Retail,Friday,False,False,High,Technology,Hardware
9055,2024-10-02,4747,STK012,SELL,82,202.6,7.559502721238215,619.8792231415337,Retail,Wednesday,False,False,High,Technology,Hardware
953,2023-03-08,845,STK018,BUY,27,121.72625000000004,145.88056565419777,3938.77527266334,Retail,Wednesday,False,False,Mid,Technology,Software
5360,2024-01-12,3294,STK018,SELL,46,121.72625000000004,211.3054777273265,9720.051975457018,Retail,Friday,False,False,Mid,Technology,Software
3858,2023-10-06,4,STK008,BUY,417,243.6,126.65864220917784,52816.65380122716,Retail,Friday,False,False,High,Energy,Oil & Gas
5862,2024-02-14,4747,STK008,BUY,533,200.75,132.83070098618248,70798.76362563526,Retail,Wednesday,False,False,High,Energy,Oil & Gas
3146,2023-08-17,4955,STK006,BUY,71,203.03,128.4209124879972,9117.884786647805,Retail,Thursday,False,False,High,Energy,Oil & Gas
3306,2023-08-29,3588,STK006,SELL,63,179.3,114.65468380071192,7223.245079444851,Retail,Tuesday,False,True,High,Energy,Oil & Gas
3007,2023-08-07,2527,STK019,BUY,372,267.17625,50.51226971265071,18790.564333106064,Retail,Monday,False,False,Mid,Energy,Oil & Gas
9002,2024-09-30,4955,STK009,SELL,33,206.12,452.7261548171421,14939.96310896569,Retail,Monday,False,False,High,Technology,Hardware
7771,2024-07-02,3075,STK012,BUY,472,267.17625,9.368655639056245,4422.005461634548,Retail,Tuesday,False,False,High,Technology,Hardware
7439,2024-06-06,1185,STK020,BUY,83,267.17625,49.91421382752145,4142.87974768428,Institutional,Thursday,False,False,Mid,Energy,Oil & Gas
7943,2024-07-15,193,STK006,SELL,75,251.89,46.9219401634153,3519.1455122561474,Retail,Monday,False,False,High,Energy,Oil & Gas
9239,2024-10-15,3676,STK007,BUY,124,187.5,135.0660847105847,16748.194504112504,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas
1057,2023-03-16,1956,STK009,BUY,62,121.72625000000004,309.7240841307704,19202.893216107765,Retail,Thursday,False,False,High,Technology,Hardware
3155,2023-08-17,3162,STK009,BUY,430,267.17625,360.3490798790773,154950.10434800322,Retail,Thursday,False,False,High,Technology,Hardware
3788,2023-10-02,4747,STK012,SELL,54,204.55,12.051564968515995,650.7845082998638,Retail,Monday,False,False,High,Technology,Hardware
9190,2024-10-10,193,STK018,BUY,230,246.64,141.13652102191733,32461.399835040986,Retail,Thursday,False,False,Mid,Technology,Software
7826,2024-07-05,3588,STK006,SELL,281,184.5,46.34075689467444,13021.752687403516,Retail,Friday,False,False,High,Energy,Oil & Gas
7540,2024-06-14,3588,STK011,BUY,68,184.53,76.52915167185085,5203.982313685858,Retail,Friday,False,False,Mid,Finance,Asset Management
7232,2024-05-24,4747,STK006,SELL,69,202.47,48.215894171838976,3326.896697856889,Retail,Friday,False,False,High,Energy,Oil & Gas
765,2023-02-23,3588,STK007,SELL,43,183.29,140.62838841706997,6047.020701934009,Retail,Thursday,False,False,Mid,Energy,Oil & Gas
5020,2023-12-22,4906,STK008,BUY,62,121.72625000000004,159.99714277378223,9919.8228519745,Retail,Friday,False,False,High,Energy,Oil & Gas
4904,2023-12-15,1513,STK012,BUY,58,182.31,13.037843075724648,756.1948983920296,Retail,Friday,False,False,High,Technology,Hardware
8094,2024-07-25,4747,STK006,SELL,72,201.24,42.76957600646271,3079.409472465315,Retail,Thursday,False,False,High,Energy,Oil & Gas
6844,2024-04-25,4747,STK013,BUY,1322,203.46,127.21349224995664,168176.23675444268,Retail,Thursday,False,False,Mid,Energy,Utilities
2166,2023-06-06,4747,STK012,SELL,37,196.36,21.11686089878514,781.3238532550503,Retail,Tuesday,False,False,High,Technology,Hardware
1863,2023-05-16,4955,STK006,BUY,140,215.48,124.00438135933344,17360.61339030668,Retail,Tuesday,False,False,High,Energy,Oil & Gas
7851,2024-07-08,193,STK018,BUY,99,253.99,107.44490687539005,10637.045780663617,Retail,Monday,False,False,Mid,Technology,Software
9124,2024-10-07,4955,STK018,BUY,116,205.25,147.10957969055318,17064.711244104168,Retail,Monday,False,False,Mid,Technology,Software
2341,2023-06-19,4747,STK006,BUY,100,193.8,126.81128709129848,12681.128709129847,Retail,Monday,False,False,High,Energy,Oil & Gas
5528,2024-01-23,4955,STK012,BUY,60,208.68,11.909603351831729,714.5762011099038,Retail,Tuesday,False,False,High,Technology,Hardware
6744,2024-04-18,3588,STK012,BUY,319,186.58,11.869745057731318,3786.4486734162906,Retail,Thursday,False,False,High,Technology,Hardware
4004,2023-10-18,4309,STK018,BUY,51,121.72625000000004,188.0513202685673,9590.617333696931,Institutional,Wednesday,False,False,Mid,Technology,Software
1124,2023-03-21,4519,STK011,BUY,429,259.76,73.9533112389544,31725.97052151144,Institutional,Tuesday,False,False,Mid,Finance,Asset Management
8710,2024-09-10,4023,STK012,SELL,30,175.39,6.929111523042966,207.873345691289,Retail,Tuesday,False,False,High,Technology,Hardware
4050,2023-10-20,3973,STK020,BUY,311,267.17625,54.77158902845607,17033.964187849837,Retail,Friday,False,False,Mid,Energy,Oil & Gas
7641,2024-06-21,193,STK009,BUY,341,254.2,593.7029038536452,202452.69021409305,Retail,Friday,False,False,High,Technology,Hardware
766,2023-02-23,3588,STK007,SELL,79,181.29,140.62838841706997,11109.642684948529,Retail,Thursday,False,False,Mid,Energy,Oil & Gas
2345,2023-06-19,1511,STK006,BUY,305,267.17625,126.81128709129848,38677.44256284604,Retail,Monday,False,False,High,Energy,Oil & Gas
4072,2023-10-24,4747,STK012,BUY,390,203.73,11.75730936992209,4585.350654269615,Retail,Tuesday,False,False,High,Technology,Hardware
7217,2024-05-23,4747,STK009,BUY,81,202.69,529.1891303443109,42864.31955788918,Retail,Thursday,False,False,High,Technology,Hardware
4217,2023-11-02,4747,STK006,BUY,146,202.64,89.89145924326947,13124.153049517345,Retail,Thursday,False,False,High,Energy,Oil & Gas
7953,2024-07-15,1180,STK012,SELL,51,267.17625,9.634851082836718,491.3774052246727,Retail,Monday,False,False,High,Technology,Hardware
5971,2024-02-22,1621,STK013,BUY,374,267.17625,125.09919277945366,46787.09809951567,Retail,Thursday,False,False,Mid,Energy,Utilities
3351,2023-08-31,1513,STK009,BUY,219,196.04,332.53513400456484,72825.1943469997,Retail,Thursday,False,False,High,Technology,Hardware
4696,2023-12-04,2920,STK012,BUY,63,173.91,13.073072478899585,823.6035661706738,Retail,Monday,False,False,High,Technology,Hardware
3400,2023-09-04,4747,STK017,BUY,88,197.11,127.04893572401944,11180.306343713712,Retail,Monday,False,False,Mid,Healthcare,Pharmaceuticals
4082,2023-10-24,3588,STK013,BUY,165,178.97,130.813759429209,21584.27030581949,Retail,Tuesday,False,False,Mid,Energy,Utilities
9150,2024-10-08,637,STK018,SELL,376,182.03,145.0067177973812,54522.52589181533,Retail,Tuesday,False,False,Mid,Technology,Software
1225,2023-03-29,4519,STK008,BUY,266,248.75,117.183468664402,31170.80266473093,Institutional,Wednesday,False,False,High,Energy,Oil & Gas
6293,2024-03-15,4747,STK020,SELL,22,201.14,50.97965374024393,1121.5523822853663,Retail,Friday,False,False,Mid,Energy,Oil & Gas
3123,2023-08-15,4747,STK019,SELL,19,189.66,48.73632107127268,925.9901003541808,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas
511,2023-02-02,1675,STK012,BUY,74,121.72625000000004,24.90924116935852,1843.2838465325303,Retail,Thursday,False,False,High,Technology,Hardware
5795,2024-02-08,1363,STK013,SELL,113,122.6,128.8374222361533,14558.628712685322,Institutional,Thursday,False,False,Mid,Energy,Utilities
8182,2024-08-01,3938,STK019,SELL,56,207.28,35.586866615391926,1992.864530461948,Retail,Thursday,False,False,Mid,Energy,Oil & Gas
9418,2024-10-25,3588,STK011,SELL,190,179.98,74.04924171686324,14069.355926204014,Retail,Friday,False,False,Mid,Finance,Asset Management
97,2023-01-06,3588,STK006,BUY,23,121.72625000000004,125.3567361879294,2883.2049323223764,Retail,Friday,False,False,High,Energy,Oil & Gas
6682,2024-04-12,3588,STK010,BUY,334,184.24,294.12237485268844,98236.87320079794,Retail,Friday,False,False,High,Consumer,Retail
1513,2023-04-18,4666,STK010,SELL,36,121.72625000000004,137.0630651482724,4934.270345337806,Retail,Tuesday,False,False,High,Consumer,Retail
8792,2024-09-16,4747,STK006,BUY,101,202.22,45.69477335101958,4615.172108452977,Retail,Monday,False,False,High,Energy,Oil & Gas
120,2023-01-09,868,STK006,BUY,222,222.0,130.11487969859573,28885.50329308825,Retail,Monday,False,False,High,Energy,Oil & Gas
7792,2024-07-03,193,STK013,BUY,688,254.82,111.00318773725373,76370.19316323056,Retail,Wednesday,False,False,Mid,Energy,Utilities
6518,2024-04-02,1731,STK011,BUY,18,164.6,77.31190859781357,1391.6143547606443,Retail,Tuesday,False,False,Mid,Finance,Asset Management
34,2023-01-03,4955,STK013,BUY,343,267.17625,157.96263594264707,54181.18412832794,Retail,Tuesday,False,False,Mid,Energy,Utilities
7888,2024-07-10,3588,STK012,SELL,74,186.31,9.550455173928434,706.7336828707041,Retail,Wednesday,False,False,High,Technology,Hardware
6831,2024-04-24,4747,STK009,BUY,398,202.47,392.4221636021686,156184.0211136631,Retail,Wednesday,False,False,High,Technology,Hardware
5422,2024-01-17,1166,STK006,SELL,125,178.67,142.57486982701903,17821.858728377378,Retail,Wednesday,False,False,High,Energy,Oil & Gas
1069,2023-03-17,4955,STK006,SELL,160,218.64,147.91924597472536,23667.07935595605,Retail,Friday,False,False,High,Energy,Oil & Gas
1348,2023-04-06,4023,STK018,BUY,136,252.33,156.76702207539603,21320.31500225386,Retail,Thursday,False,False,Mid,Technology,Software
4748,2023-12-06,182,STK018,BUY,30,267.17625,221.21146450381207,6636.3439351143625,Retail,Wednesday,False,False,Mid,Technology,Software
6006,2024-02-26,1687,STK012,SELL,168,139.0,10.5317408274918,1769.3324590186226,Retail,Monday,False,False,High,Technology,Hardware
6040,2024-02-28,167,STK013,BUY,92,121.72625000000004,124.64686796100544,11467.5118524125,Retail,Wednesday,False,False,Mid,Energy,Utilities
3818,2023-10-04,182,STK006,BUY,146,267.17625,115.28865821176753,16832.14409891806,Retail,Wednesday,False,False,High,Energy,Oil & Gas
8447,2024-08-21,1627,STK009,BUY,62,121.72625000000004,430.31807632366383,26679.72073206716,Institutional,Wednesday,False,False,High,Technology,Hardware
5270,2024-01-08,3588,STK006,BUY,234,177.41,126.1116831165163,29510.133849264814,Retail,Monday,False,False,High,Energy,Oil & Gas
6898,2024-04-30,845,STK012,BUY,35,182.89,11.206695972966736,392.23435905383576,Retail,Tuesday,False,False,High,Technology,Hardware
5310,2024-01-10,1094,STK006,BUY,96,191.79,126.98008165742507,12190.087839112806,Retail,Wednesday,False,False,High,Energy,Oil & Gas
32,2023-01-03,3792,STK012,BUY,266,266.0,29.17777287024137,7761.287583484204,Institutional,Tuesday,False,False,High,Technology,Hardware
5675,2024-01-31,2372,STK012,BUY,138,206.44,12.973686285390649,1790.3687073839096,Retail,Wednesday,False,False,High,Technology,Hardware
4387,2023-11-14,1157,STK006,SELL,160,186.5,81.00593305496719,12960.949288794747,Retail,Tuesday,False,False,High,Energy,Oil & Gas
30,2023-01-03,2650,STK006,BUY,356,267.17625,131.08143877163977,46664.99220270376,Retail,Tuesday,False,False,High,Energy,Oil & Gas
4203,2023-11-01,3938,STK007,BUY,112,204.44,142.79116840217864,15992.610861044008,Retail,Wednesday,False,False,Mid,Energy,Oil & Gas
7508,2024-06-12,1200,STK008,BUY,191,152.0,144.9861580369836,27692.356185063865,Retail,Wednesday,False,False,High,Energy,Oil & Gas
736,2023-02-21,4747,STK012,BUY,61,145.39,25.794801897532786,1573.4829157495,Retail,Tuesday,False,False,High,Technology,Hardware
2068,2023-05-30,4747,STK018,BUY,104,198.74,185.50796797388105,19292.82866928363,Retail,Tuesday,False,False,Mid,Technology,Software
107,2023-01-06,1185,STK012,BUY,84,267.17625,27.283299029964628,2291.7971185170286,Institutional,Friday,False,False,High,Technology,Hardware
9645,2024-11-14,1513,STK006,BUY,49,195.86,56.472057036479136,2767.130794787477,Retail,Thursday,False,False,High,Energy,Oil & Gas
8895,2024-09-23,4519,STK006,SELL,83,213.65,44.49849939488546,3693.375449775493,Institutional,Monday,False,False,High,Energy,Oil & Gas
8021,2024-07-19,4955,STK012,BUY,197,205.93,9.078284532046698,1788.4220528131996,Retail,Friday,False,False,High,Technology,Hardware
2233,2023-06-09,3338,STK019,BUY,299,267.17625,54.01946903451794,16151.821241320864,Retail,Friday,False,False,Mid,Energy,Oil & Gas
994,2023-03-13,4955,STK007,BUY,416,221.64,156.79447918410474,65226.50334058757,Retail,Monday,False,False,Mid,Energy,Oil & Gas
9413,2024-10-25,3938,STK009,BUY,34,212.04,447.1893131929865,15204.43664856154,Retail,Friday,False,False,High,Technology,Hardware
7059,2024-05-10,4476,STK013,BUY,601,267.17625,132.5154150900412,79641.76446911476,Retail,Friday,False,False,Mid,Energy,Utilities
6790,2024-04-22,653,STK010,SELL,33,193.56,312.20512618222966,10302.769164013578,Retail,Monday,False,False,High,Consumer,Retail
361,2023-01-24,4980,STK009,BUY,90,121.72625000000004,210.02353400630204,18902.118060567183,Retail,Tuesday,False,False,High,Technology,Hardware
305,2023-01-20,4300,STK006,BUY,349,267.17625,135.24050002959046,47198.93451032708,Retail,Friday,False,False,High,Energy,Oil & Gas
2628,2023-07-11,1513,STK009,SELL,83,205.96,347.77749684534416,28865.532238163567,Retail,Tuesday,False,False,High,Technology,Hardware
8966,2024-09-26,3588,STK012,SELL,82,181.59,8.230024481192046,674.8620074577478,Retail,Thursday,False,False,High,Technology,Hardware
4514,2023-11-22,324,STK012,SELL,30,121.72625000000004,12.891714943668417,386.7514483100525,Retail,Wednesday,False,False,High,Technology,Hardware
5911,2024-02-19,4955,STK006,SELL,27,209.97,100.5247503185992,2714.1682586021784,Retail,Monday,False,False,High,Energy,Oil & Gas
8314,2024-08-12,4023,STK006,SELL,25,175.14,41.778649891110895,1044.4662472777725,Retail,Monday,False,False,High,Energy,Oil & Gas
3101,2023-08-15,2426,STK005,BUY,167,184.19,65.09422835071345,10870.736134569146,Retail,Tuesday,False,False,Low,Energy,Renewables
5704,2024-02-01,578,STK020,BUY,221,267.17625,52.309762704404136,11560.457557673311,Retail,Thursday,False,False,Mid,Energy,Oil & Gas
3899,2023-10-10,1157,STK015,BUY,37,170.92,18.79984296358519,695.594189652652,Retail,Tuesday,False,False,Low,Energy,Utilities
5441,2024-01-17,3777,STK018,BUY,26,121.72625000000004,190.2429500238506,4946.316700620116,Retail,Wednesday,False,False,Mid,Technology,Software
7931,2024-07-12,4747,STK012,SELL,232,202.45,9.78570359961953,2270.2832351117318,Retail,Friday,False,False,High,Technology,Hardware
622,2023-02-10,417,STK013,BUY,1128,267.17625,160.81340539504157,181397.5212856069,Institutional,Friday,False,False,Mid,Energy,Utilities
7236,2024-05-24,193,STK006,BUY,232,261.7,48.215894171838976,11186.087447866645,Retail,Friday,False,False,High,Energy,Oil & Gas
2499,2023-06-30,193,STK016,SELL,9,212.78,61.26362793331315,551.3726513998183,Retail,Friday,False,False,Low,Energy,Renewables
714,2023-02-20,4747,STK012,BUY,144,147.24,25.89222963182127,3728.481066982263,Retail,Monday,False,False,High,Technology,Hardware
8404,2024-08-19,243,STK012,BUY,80,121.72625000000004,8.387404859509502,670.9923887607602,Retail,Monday,False,False,High,Technology,Hardware
2856,2023-07-27,4023,STK008,SELL,58,221.0,124.68613079265464,7231.795585973969,Retail,Thursday,False,False,High,Energy,Oil & Gas
4270,2023-11-06,4522,STK019,BUY,72,121.72625000000004,32.974766818009414,2374.183210896678,Retail,Monday,False,False,Mid,Energy,Oil & Gas
2909,2023-07-31,1797,STK018,BUY,70,156.4,186.02529555207337,13021.770688645136,Retail,Monday,False,False,Mid,Technology,Software
8081,2024-07-24,4628,STK012,BUY,286,267.17625,8.689953205194042,2485.326616685496,Retail,Wednesday,False,False,High,Technology,Hardware
4517,2023-11-22,2931,STK013,BUY,68,121.72625000000004,128.58935872878828,8744.076393557603,Retail,Wednesday,False,False,Mid,Energy,Utilities
1262,2023-03-31,193,STK010,BUY,383,184.6,163.0238328933055,62438.127998136006,Retail,Friday,False,False,High,Consumer,Retail
3161,2023-08-17,4700,STK013,BUY,26,152.14,137.97329576058303,3587.3056897751585,Institutional,Thursday,False,False,Mid,Energy,Utilities
